STATE,COUNTY,NAME_LEA21,NAME_COUNTY21
27,139,Heron Lake-Okabena School District,Cottonwood County
27,230,Mountain Lake Public Schools,Cottonwood County
27,060,Brainerd Public School District,Crow Wing County
27,182,Little Falls Public School District,Crow Wing County
27,250,Onamia Public School District,Crow Wing County
27,283,Pierz Public School District,Crow Wing County
27,135,Hastings Public School District,Dakota County
27,238,Northfield Public School District,Dakota County
27,135,Hayfield Public School District,Dodge County
27,289,Pine Island Public School District,Dodge County
27,406,Triton School District,Dodge County
27,000,Minnewaska School District,Douglas County
27,003,Brandon-Evansville Public Schools,Douglas County
27,251,Osakis Public School District,Douglas County
27,000,United South Central School District,Faribault County
27,000,Maple River School District,Faribault County
27,001,Blue Earth Area Public Schools,Faribault County
27,914,Janesville-Waldorf-Pemberton,Faribault County
27,082,Chatfield Public Schools,Fillmore County
27,282,Rushford-Peterson Public Schools,Fillmore County
27,334,St. Charles Public School District,Fillmore County
27,381,Stewartville Public School District,Fillmore County
27,000,United South Central School District,Freeborn County
27,000,NRHEG School District,Freeborn County
27,135,Hastings Public School District,Goodhue County
27,238,Northfield Public School District,Goodhue County
27,289,Pine Island Public School District,Goodhue County
27,406,Triton School District,Goodhue County
27,457,Zumbrota-Mazeppa School District,Goodhue County
27,003,Brandon-Evansville Public Schools,Grant County
27,138,Herman-Norcross School District,Grant County
27,419,Watertown-Mayer Public School District,Hennepin County
27,282,Rushford-Peterson Public Schools,Houston County
27,080,Cass Lake-Bena Public Schools,Hubbard County
27,239,Ogilvie Public School District,Isanti County
27,139,Heron Lake-Okabena School District,Jackson County
27,230,Mountain Lake Public Schools,Jackson County
27,110,East Central School District,Kanabec County
27,140,Hinckley-Finlayson School District,Kanabec County
27,155,Isle Public School District,Kanabec County
27,239,Ogilvie Public School District,Kanabec County
27,000,MACCRAY School District,Kandiyohi County
27,001,Belgrade-Brooten-Elrosa Public School District,Kandiyohi County
27,171,Kerkhoven-Murdock-Sunburg,Kandiyohi County
27,281,Paynesville Public School District,Kandiyohi County
27,001,Greenbush-Middle River School District,Kittson County
27,914,Tri-County School District,Kittson County
27,074,Canby Public School District,Lac qui Parle County
27,213,Montevideo Public School District,Lac qui Parle County
27,187,Mankato Public School District,Le Sueur County
27,234,New Prague Area Schools,Le Sueur County
27,074,Canby Public School District,Lincoln County
27,212,Minneota Public School District,Lincoln County
27,003,Tracy Area Public School District,Lyon County
27,212,Minneota Public School District,Lyon County
27,000,Buffalo Lake-Hector-Stewart Public Schools,McLeod County
27,001,Howard Lake-Waverly-Winsted,McLeod County
27,149,Hutchinson Public School District,McLeod County
27,421,Waubun-Ogema-White Earth Public Schools,Mahnomen County
27,001,Greenbush-Middle River School District,Marshall County
27,189,Grygla Public School District,Marshall County
27,388,Thief River Falls School District,Marshall County
27,914,Tri-County School District,Marshall County
27,001,Blue Earth Area Public Schools,Martin County
27,073,Butterfield Public School District,Martin County
27,336,St. James Public School District,Martin County
27,406,Truman Public School District,Martin County
27,031,Annandale Public School District,Meeker County
27,149,Hutchinson Public School District,Meeker County
27,281,Paynesville Public School District,Meeker County
27,155,Isle Public School District,Mille Lacs County
27,239,Ogilvie Public School District,Mille Lacs County
27,250,Onamia Public School District,Mille Lacs County
27,001,Long Prairie-Grey Eagle School District,Morrison County
27,060,Brainerd Public School District,Morrison County
27,122,Foley Public School District,Morrison County
27,182,Little Falls Public School District,Morrison County
27,205,Melrose Public School District,Morrison County
27,250,Onamia Public School District,Morrison County
27,283,Pierz Public School District,Morrison County
27,325,Royalton Public School District,Morrison County
27,408,Upsala Public School District,Morrison County
27,135,Hayfield Public School District,Mower County
27,381,Stewartville Public School District,Mower County
27,001,Pipestone Area School District,Murray County
27,001,Westbrook-Walnut Grove Schools,Murray County
27,003,Tracy Area Public School District,Murray County
27,124,Fulda Public School District,Murray County
27,187,Mankato Public School District,Nicollet County
27,234,New Ulm Public School District,Nicollet County
27,124,Fulda Public School District,Nobles County
27,139,Heron Lake-Okabena School District,Nobles County
27,421,Waubun-Ogema-White Earth Public Schools,Norman County
27,002,Plainview-Elgin-Millville,Olmsted County
27,082,Chatfield Public Schools,Olmsted County
27,135,Hayfield Public School District,Olmsted County
27,289,Pine Island Public School District,Olmsted County
27,334,St. Charles Public School District,Olmsted County
27,381,Stewartville Public School District,Olmsted County
27,457,Zumbrota-Mazeppa School District,Olmsted County
27,000,Wadena-Deer Creek School District,Otter Tail County
27,001,Lake Park Audubon School District,Otter Tail County
27,003,Brandon-Evansville Public Schools,Otter Tail County
27,036,Barnesville Public School District,Otter Tail County
27,281,Pelican Rapids Public School District,Otter Tail County
27,003,Red Lake County Central Public Schools,Pennington County
27,304,Red Lake Falls Public School District,Pennington County
27,388,Thief River Falls School District,Pennington County
27,110,East Central School District,Pine County
27,140,Hinckley-Finlayson School District,Pine County
27,001,Pipestone Area School District,Pipestone County
27,003,Red Lake County Central Public Schools,Polk County
27,304,Red Lake Falls Public School District,Polk County
27,000,Minnewaska School District,Pope County
27,001,Belgrade-Brooten-Elrosa Public School District,Pope County
27,003,Morris Area Public Schools,Pope County
27,044,Benson Public School District,Pope County
27,133,Hancock Public School District,Pope County
27,251,Osakis Public School District,Pope County
27,328,Sauk Centre Public School District,Pope County
27,423,White Bear Lake School District,Ramsey County
27,003,Red Lake County Central Public Schools,Red Lake County
27,304,Red Lake Falls Public School District,Red Lake County
27,388,Thief River Falls School District,Red Lake County
27,001,Cedar Mountain School District,Redwood County
27,001,Red Rock Central School District,Redwood County
27,001,Redwood Area School District,Redwood County
27,001,Westbrook-Walnut Grove Schools,Redwood County
27,003,Tracy Area Public School District,Redwood County
27,000,Buffalo Lake-Hector-Stewart Public Schools,Renville County
27,000,MACCRAY School District,Renville County
27,001,Cedar Mountain School District,Renville County
27,001,Redwood Area School District,Renville County
27,149,Hutchinson Public School District,Renville County
27,193,Medford Public School District,Rice County
27,234,New Prague Area Schools,Rice County
27,238,Northfield Public School District,Rice County
27,418,Waseca Public School District,Rice County
27,001,Pipestone Area School District,Rock County
27,001,Greenbush-Middle River School District,Roseau County
27,189,Grygla Public School District,Roseau County
27,914,Tri-County School District,Roseau County
27,234,New Prague Area Schools,Scott County
27,122,Foley Public School District,Sherburne County
27,000,Buffalo Lake-Hector-Stewart Public Schools,Sibley County
27,000,Minnewaska School District,Stearns County
27,001,Belgrade-Brooten-Elrosa Public School District,Stearns County
27,001,Long Prairie-Grey Eagle School District,Stearns County
27,031,Annandale Public School District,Stearns County
27,205,Melrose Public School District,Stearns County
27,281,Paynesville Public School District,Stearns County
27,325,Royalton Public School District,Stearns County
27,328,Sauk Centre Public School District,Stearns County
27,408,Upsala Public School District,Stearns County
27,000,NRHEG School District,Steele County
27,193,Medford Public School District,Steele County
27,406,Triton School District,Steele County
27,418,Waseca Public School District,Steele County
27,001,Clinton-Graceville-Beardsley,Stevens County
27,003,Morris Area Public Schools,Stevens County
27,089,Chokio-Alberta Public School District,Stevens County
27,133,Hancock Public School District,Stevens County
