LEAID,NAME_LEA21,NAME_COUNTY21
3170980,Gibbon Public Schools,Buffalo County
3175690,Pleasanton Public Schools,Buffalo County
3175960,Ravenna Public Schools,Buffalo County
3100071,Tekamah-Herman Community Schools,Burt County
3100112,Lakeview Community Schools,Butler County
3176560,Seward Public Schools,Butler County
3176590,Shelby-Rising City Public Schools,Butler County
3101992,Elmwood-Murdock Public Schools,Cass County
3173050,Louisville Public Schools,Cass County
3174200,Conestoga Public Schools,Cass County
3104140,Bloomfield Community Schools,Cedar County
3105630,Crofton Community Schools,Cedar County
3171520,Hartington Newcastle Public Schools,Cedar County
3178990,Wynot Public Schools,Cedar County
3100163,Chase County Schools,Chase County
3100170,Gordon-Rushville Public Schools,Cherry County
3177730,Thedford Public Schools,Cherry County
3178020,Valentine Community Schools,Cherry County
3100072,Leyton Public Schools,Cheyenne County
3171550,Harvard Public Schools,Clay County
3100006,West Point Public Schools,Cuming County
3100076,Scribner-Snyder Community Schools,Cuming County
3100010,Anselmo-Merna Public Schools,Custer County
3100012,Callaway Public Schools,Custer County
3103060,Ansley Public Schools,Custer County
3105460,Cozad Community Schools,Custer County
3172910,Litchfield Public Schools,Custer County
3102880,Allen Consolidated Schools,Dakota County
3172000,Homer Community Schools,Dakota County
3175770,Ponca Public Schools,Dakota County
3104980,Chadron Public Schools,Dawes County
3105520,Crawford Public Schools,Dawes County
3171610,Hay Springs Public Schools,Dawes County
3176800,Sioux County Public Schools,Dawes County
3100012,Callaway Public Schools,Dawson County
3105460,Cozad Community Schools,Dawson County
3172810,Lexington Public Schools,Dawson County
3175060,Overton Public Schools,Dawson County
3102880,Allen Consolidated Schools,Dixon County
3171520,Hartington Newcastle Public Schools,Dixon County
3175770,Ponca Public Schools,Dixon County
3178520,Wayne Community Schools,Dixon County
3178990,Wynot Public Schools,Dixon County
3100006,West Point Public Schools,Dodge County
3100076,Scribner-Snyder Community Schools,Dodge County
3103990,Bennington Public Schools,Douglas County
3170650,Fort Calhoun Community Schools,Douglas County
3171220,Gretna Public Schools,Douglas County
3173740,Millard Public Schools,Douglas County
3174820,Omaha Public Schools,Douglas County
3179080,Yutan Public Schools,Douglas County
3100163,Chase County Schools,Dundy County
3173500,McCool Junction Public Schools,Fillmore County
3100065,Franklin Public Schools,Franklin County
3175990,Red Cloud Community Schools,Franklin County
3173600,Medicine Valley Public Schools,Frontier County
3177180,Southern School District 1,Gage County
3104020,Bertrand Public Schools,Gosper County
3172810,Lexington Public Schools,Gosper County
3100085,St. Paul Public Schools,Greeley County
3100016,Grand Island Public Schools,Hall County
3103360,Aurora Public Schools,Hall County
3103360,Aurora Public Schools,Hamilton County
3104920,Central City Public Schools,Hamilton County
3171370,Hampton Public Schools,Hamilton County
3171550,Harvard Public Schools,Hamilton County
3100065,Franklin Public Schools,Harlan County
3171940,Holdrege Public Schools,Harlan County
3172990,Loomis Public Schools,Harlan County
3100120,Hitchcock County School System,Hitchcock County
3178120,Verdigre Public Schools,Holt County
3100085,St. Paul Public Schools,Howard County
3170440,Fairbury Public Schools,Jefferson County
3177190,Sterling Public Schools,Johnson County
3103420,Axtell Community Schools,Kearney County
3170980,Gibbon Public Schools,Kearney County
3174760,Ogallala Public Schools,Keith County
3104140,Bloomfield Community Schools,Knox County
3105630,Crofton Community Schools,Knox County
3175030,Osmond Community Schools,Knox County
3178120,Verdigre Public Schools,Knox County
3173290,Malcolm Public Schools,Lancaster County
3175210,Palmyra District OR-1,Lancaster County
3173560,McPherson County Schools,Lincoln County
3173600,Medicine Valley Public Schools,Lincoln County
3173560,McPherson County Schools,McPherson County
3103540,Battle Creek Public Schools,Madison County
3172150,Humphrey Public Schools,Madison County
3100016,Grand Island Public Schools,Merrick County
3104920,Central City Public Schools,Merrick County
3100072,Leyton Public Schools,Morrill County
3100105,Bridgeport Public Schools,Morrill County
3176470,Scottsbluff Public Schools,Morrill County
3103330,Auburn Public Schools,Nemaha County
3170530,Falls City Public Schools,Nemaha County
3100132,Thayer Central Community Schools,Nuckolls County
3105910,Deshler Public Schools,Nuckolls County
3101992,Elmwood-Murdock Public Schools,Otoe County
3174200,Conestoga Public Schools,Otoe County
3175210,Palmyra District OR-1,Otoe County
3177190,Sterling Public Schools,Otoe County
3175330,Pawnee City Public Schools,Pawnee County
3177180,Southern School District 1,Pawnee County
3174760,Ogallala Public Schools,Perkins County
3103420,Axtell Community Schools,Phelps County
3104020,Bertrand Public Schools,Phelps County
3171940,Holdrege Public Schools,Phelps County
3172990,Loomis Public Schools,Phelps County
3175060,Overton Public Schools,Phelps County
3103540,Battle Creek Public Schools,Pierce County
3174220,Neligh-Oakdale Schools,Pierce County
3175030,Osmond Community Schools,Pierce County
3175510,Pierce Public Schools,Pierce County
3100112,Lakeview Community Schools,Platte County
3172150,Humphrey Public Schools,Platte County
3100130,Cross County Community Schools,Polk County
3176590,Shelby-Rising City Public Schools,Polk County
3100120,Hitchcock County School System,Red Willow County
3103330,Auburn Public Schools,Richardson County
3170530,Falls City Public Schools,Richardson County
3175330,Pawnee City Public Schools,Richardson County
3102790,Ainsworth Community Schools,Rock County
3176170,Rock County Public Schools,Rock County
3169840,Dorchester Public Schools,Saline County
3171220,Gretna Public Schools,Sarpy County
3173050,Louisville Public Schools,Sarpy County
3173740,Millard Public Schools,Sarpy County
3174820,Omaha Public Schools,Sarpy County
3179080,Yutan Public Schools,Saunders County
3100097,Morrill Public Schools,Scotts Bluff County
3173890,Mitchell Public Schools,Scotts Bluff County
3176470,Scottsbluff Public Schools,Scotts Bluff County
3169840,Dorchester Public Schools,Seward County
3173290,Malcolm Public Schools,Seward County
3176560,Seward Public Schools,Seward County
3100170,Gordon-Rushville Public Schools,Sheridan County
3104980,Chadron Public Schools,Sheridan County
3171610,Hay Springs Public Schools,Sheridan County
3172910,Litchfield Public Schools,Sherman County
3175690,Pleasanton Public Schools,Sherman County
3175960,Ravenna Public Schools,Sherman County
3100097,Morrill Public Schools,Sioux County
3105520,Crawford Public Schools,Sioux County
3173890,Mitchell Public Schools,Sioux County
3176800,Sioux County Public Schools,Sioux County
3178840,Winside Public Schools,Stanton County
3100132,Thayer Central Community Schools,Thayer County
3105910,Deshler Public Schools,Thayer County
3170440,Fairbury Public Schools,Thayer County
3177730,Thedford Public Schools,Thomas County
3172000,Homer Community Schools,Thurston County
3100071,Tekamah-Herman Community Schools,Washington County
3103990,Bennington Public Schools,Washington County
3170650,Fort Calhoun Community Schools,Washington County
3175510,Pierce Public Schools,Wayne County
3178520,Wayne Community Schools,Wayne County
3178840,Winside Public Schools,Wayne County
3175990,Red Cloud Community Schools,Webster County
3100130,Cross County Community Schools,York County
3171370,Hampton Public Schools,York County
3173500,McCool Junction Public Schools,York County
3303960,Inter-Lakes School District,Belknap County
3306180,Shaker Regional School District,Belknap County
3307300,Winnisquam Regional School District,Belknap County
3303330,Governor Wentworth Regional School District,Carroll County
3303960,Inter-Lakes School District,Carroll County
3302480,Contoocook Valley School District,Cheshire County
3302990,Fall Mountain Regional School District,Cheshire County
3300003,John Stark Regional School District,Hillsborough County
3302480,Contoocook Valley School District,Hillsborough County
3300003,John Stark Regional School District,Merrimack County
3304040,Kearsarge Regional School District,Merrimack County
3306180,Shaker Regional School District,Merrimack County
3307300,Winnisquam Regional School District,Merrimack County
3303330,Governor Wentworth Regional School District,Strafford County
